group,id,course,semester,grade
2,734,Community Building and Social Organization,2,9.8
2,734,Community Building and Social Organization,2,10.2
2,734,Community Building and Social Organization,2,15
2,734,Community Building and Social Organization,2,12.5
2,734,Community Building and Social Organization,2,8.7
2,734,Community Building and Social Organization,2,12.1
2,734,Mechanical Engineering and Vehicle Repair,1,7.5
2,734,Mechanical Engineering and Vehicle Repair,1,5.5
2,734,Moral Philosophy and Ethical Decision-Making,1,5
2,734,Moral Philosophy and Ethical Decision-Making,1,7.5
2,734,Moral Philosophy and Ethical Decision-Making,1,7.5
2,734,Moral Philosophy and Ethical Decision-Making,1,8.5
2,734,Moral Philosophy and Ethical Decision-Making,1,10.5
2,734,Moral Philosophy and Ethical Decision-Making,1,9.5
2,734,Moral Philosophy and Ethical Decision-Making,1,5.5
2,734,Post-Apocalyptic History and Archaeology,2,10
2,734,Post-Apocalyptic History and Archaeology,2,10
2,734,Post-Apocalyptic History and Archaeology,2,10.5
2,734,Post-Apocalyptic History and Archaeology,2,10.5
2,734,Radiation Ecology and Environmental Science,1,12.5
2,734,Radiation Ecology and Environmental Science,1,9.5
2,734,Radiation Ecology and Environmental Science,1,11
2,734,Radiation Ecology and Environmental Science,1,16
2,734,Radiation Ecology and Environmental Science,1,13.5
2,734,Radiation Ecology and Environmental Science,1,11
2,734,Radiation Ecology and Environmental Science,1,10.5
2,734,Radiation Ecology and Environmental Science,1,16
2,734,Radiation Ecology and Environmental Science,1,8
2,734,Renewable Energy and Sustainable Living,2,8
2,734,Renewable Energy and Sustainable Living,2,7
2,734,Renewable Energy and Sustainable Living,2,4
2,734,Renewable Energy and Sustainable Living,2,7
2,734,Renewable Energy and Sustainable Living,2,8
2,734,Scavenging and Resource Management,1,7.5
2,734,Scavenging and Resource Management,1,8
2,734,Scavenging and Resource Management,1,7
2,734,Scavenging and Resource Management,1,6.25
2,734,Scavenging and Resource Management,1,8.25
2,734,Scavenging and Resource Management,1,9.5
2,734,Scavenging and Resource Management,1,8.25
2,734,Scavenging and Resource Management,1,6.75
2,734,Scavenging and Resource Management,1,7.5
2,734,Survival Skills and Wilderness Medicine,1,8.5
2,734,Survival Skills and Wilderness Medicine,1,11.5
2,734,Survival Skills and Wilderness Medicine,1,10
2,734,Survival Skills and Wilderness Medicine,1,9.5
2,759,Art and Expression in a Post-Apocalyptic World,2,11.5
2,759,Art and Expression in a Post-Apocalyptic World,2,9.5
2,759,Art and Expression in a Post-Apocalyptic World,2,9.5
2,759,Art and Expression in a Post-Apocalyptic World,2,14
2,759,Art and Expression in a Post-Apocalyptic World,2,9
2,759,Art and Expression in a Post-Apocalyptic World,2,13.5
2,759,Art and Expression in a Post-Apocalyptic World,2,12.5
2,759,Art and Expression in a Post-Apocalyptic World,2,14
2,759,Art and Expression in a Post-Apocalyptic World,2,9
2,759,Art and Expression in a Post-Apocalyptic World,2,10
2,759,Combat Tactics and Self-Defense,2,10
2,759,Combat Tactics and Self-Defense,2,9
2,759,Combat Tactics and Self-Defense,2,9
2,759,Community Building and Social Organization,2,10.3
2,759,Community Building and Social Organization,2,10.4
2,759,Community Building and Social Organization,2,13.6
2,759,Community Building and Social Organization,2,12.3
2,759,Community Building and Social Organization,2,12.4
2,759,Community Building and Social Organization,2,8.6
2,759,Community Building and Social Organization,2,11.8
2,759,Mechanical Engineering and Vehicle Repair,1,8
2,759,Mechanical Engineering and Vehicle Repair,1,8
2,759,Moral Philosophy and Ethical Decision-Making,1,11
2,759,Moral Philosophy and Ethical Decision-Making,1,11.5
2,759,Moral Philosophy and Ethical Decision-Making,1,8
2,759,Moral Philosophy and Ethical Decision-Making,1,5.5
2,759,Moral Philosophy and Ethical Decision-Making,1,10.5
2,759,Moral Philosophy and Ethical Decision-Making,1,9.5
2,759,Moral Philosophy and Ethical Decision-Making,1,8.5
2,759,Post-Apocalyptic History and Archaeology,2,9.5
2,759,Post-Apocalyptic History and Archaeology,2,8.5
2,759,Post-Apocalyptic History and Archaeology,2,10
2,759,Post-Apocalyptic History and Archaeology,2,9.5
2,759,Radiation Ecology and Environmental Science,1,15
2,759,Radiation Ecology and Environmental Science,1,13
2,759,Radiation Ecology and Environmental Science,1,13
2,759,Radiation Ecology and Environmental Science,1,11.5
2,759,Radiation Ecology and Environmental Science,1,13.5
2,759,Radiation Ecology and Environmental Science,1,8.5
2,759,Radiation Ecology and Environmental Science,1,11
2,759,Radiation Ecology and Environmental Science,1,15
2,759,Radiation Ecology and Environmental Science,1,15
2,759,Radiation Ecology and Environmental Science,1,13
2,759,Renewable Energy and Sustainable Living,2,7
2,759,Renewable Energy and Sustainable Living,2,7
2,759,Renewable Energy and Sustainable Living,2,8
2,759,Renewable Energy and Sustainable Living,2,6
2,759,Renewable Energy and Sustainable Living,2,8
2,759,Renewable Energy and Sustainable Living,2,7
2,759,Scavenging and Resource Management,1,9.5
2,759,Scavenging and Resource Management,1,6
2,759,Scavenging and Resource Management,1,9
2,759,Scavenging and Resource Management,1,7
2,759,Scavenging and Resource Management,1,7.5
2,759,Scavenging and Resource Management,1,10
2,759,Scavenging and Resource Management,1,11.25
2,759,Scavenging and Resource Management,1,7
2,759,Survival Skills and Wilderness Medicine,1,13
2,759,Survival Skills and Wilderness Medicine,1,11.5
2,759,Survival Skills and Wilderness Medicine,1,13
2,759,Survival Skills and Wilderness Medicine,1,10
2,759,Survival Skills and Wilderness Medicine,1,13.5
2,759,Survival Skills and Wilderness Medicine,1,10
2,764,Art and Expression in a Post-Apocalyptic World,2,15
2,764,Art and Expression in a Post-Apocalyptic World,2,7.5
2,764,Art and Expression in a Post-Apocalyptic World,2,11.5
2,764,Art and Expression in a Post-Apocalyptic World,2,10
2,764,Art and Expression in a Post-Apocalyptic World,2,16
2,764,Art and Expression in a Post-Apocalyptic World,2,8
2,764,Art and Expression in a Post-Apocalyptic World,2,14.5
2,764,Art and Expression in a Post-Apocalyptic World,2,8.5
2,764,Art and Expression in a Post-Apocalyptic World,2,8.5
2,764,Art and Expression in a Post-Apocalyptic World,2,10.5
2,764,Combat Tactics and Self-Defense,2,1
2,764,Combat Tactics and Self-Defense,2,12
2,764,Combat Tactics and Self-Defense,2,2.5
2,764,Community Building and Social Organization,2,10.7
2,764,Community Building and Social Organization,2,9.2
2,764,Community Building and Social Organization,2,13.3
2,764,Community Building and Social Organization,2,11.8
2,764,Community Building and Social Organization,2,13.8
2,764,Community Building and Social Organization,2,13.1
2,764,Community Building and Social Organization,2,13.5
2,764,Mechanical Engineering and Vehicle Repair,1,7
2,764,Mechanical Engineering and Vehicle Repair,1,8.5
2,764,Mechanical Engineering and Vehicle Repair,1,12
2,764,Moral Philosophy and Ethical Decision-Making,1,8
2,764,Moral Philosophy and Ethical Decision-Making,1,8.5
2,764,Moral Philosophy and Ethical Decision-Making,1,8
2,764,Moral Philosophy and Ethical Decision-Making,1,8.5
2,764,Moral Philosophy and Ethical Decision-Making,1,11.5
2,764,Moral Philosophy and Ethical Decision-Making,1,6
2,764,Moral Philosophy and Ethical Decision-Making,1,11.5
2,764,Post-Apocalyptic History and Archaeology,2,10
2,764,Post-Apocalyptic History and Archaeology,2,10
2,764,Post-Apocalyptic History and Archaeology,2,10
2,764,Post-Apocalyptic History and Archaeology,2,13
2,764,Radiation Ecology and Environmental Science,1,8
2,764,Radiation Ecology and Environmental Science,1,13
2,764,Radiation Ecology and Environmental Science,1,11
2,764,Radiation Ecology and Environmental Science,1,14.5
2,764,Radiation Ecology and Environmental Science,1,15
2,764,Radiation Ecology and Environmental Science,1,15.5
2,764,Radiation Ecology and Environmental Science,1,13.5
2,764,Radiation Ecology and Environmental Science,1,13
2,764,Radiation Ecology and Environmental Science,1,14
2,764,Radiation Ecology and Environmental Science,1,11.5
2,764,Renewable Energy and Sustainable Living,2,7
2,764,Renewable Energy and Sustainable Living,2,10
2,764,Renewable Energy and Sustainable Living,2,8
2,764,Renewable Energy and Sustainable Living,2,8
2,764,Renewable Energy and Sustainable Living,2,8
2,764,Scavenging and Resource Management,1,7.25
2,764,Scavenging and Resource Management,1,5.5
2,764,Scavenging and Resource Management,1,7.25
2,764,Scavenging and Resource Management,1,6
2,764,Scavenging and Resource Management,1,6.25
2,764,Scavenging and Resource Management,1,7.75
2,764,Scavenging and Resource Management,1,9.25
2,764,Scavenging and Resource Management,1,11.75
2,764,Survival Skills and Wilderness Medicine,1,8
2,764,Survival Skills and Wilderness Medicine,1,10.5
2,764,Survival Skills and Wilderness Medicine,1,9.5
2,764,Survival Skills and Wilderness Medicine,1,16.5
2,764,Survival Skills and Wilderness Medicine,1,11.5
2,764,Survival Skills and Wilderness Medicine,1,13.5
2,765,Art and Expression in a Post-Apocalyptic World,2,12
2,765,Art and Expression in a Post-Apocalyptic World,2,11.5
2,765,Art and Expression in a Post-Apocalyptic World,2,7.5
2,765,Art and Expression in a Post-Apocalyptic World,2,13
2,765,Art and Expression in a Post-Apocalyptic World,2,10
2,765,Art and Expression in a Post-Apocalyptic World,2,10.5
2,765,Art and Expression in a Post-Apocalyptic World,2,9
2,765,Art and Expression in a Post-Apocalyptic World,2,15
2,765,Art and Expression in a Post-Apocalyptic World,2,11.5
2,765,Combat Tactics and Self-Defense,2,6.5
2,765,Combat Tactics and Self-Defense,2,8
2,765,Combat Tactics and Self-Defense,2,5
2,765,Community Building and Social Organization,2,11.8
2,765,Community Building and Social Organization,2,14.8
2,765,Community Building and Social Organization,2,11.8
2,765,Community Building and Social Organization,2,12.4
2,765,Community Building and Social Organization,2,11.2
2,765,Community Building and Social Organization,2,9.3
2,765,Community Building and Social Organization,2,12.2
2,765,Mechanical Engineering and Vehicle Repair,1,10.5
2,765,Mechanical Engineering and Vehicle Repair,1,12
2,765,Mechanical Engineering and Vehicle Repair,1,11.5
2,765,Moral Philosophy and Ethical Decision-Making,1,8.5
2,765,Moral Philosophy and Ethical Decision-Making,1,9.5
2,765,Moral Philosophy and Ethical Decision-Making,1,10.5
2,765,Moral Philosophy and Ethical Decision-Making,1,11
2,765,Moral Philosophy and Ethical Decision-Making,1,8.5
2,765,Post-Apocalyptic History and Archaeology,2,11
2,765,Post-Apocalyptic History and Archaeology,2,13
2,765,Post-Apocalyptic History and Archaeology,2,10
2,765,Post-Apocalyptic History and Archaeology,2,10
2,765,Radiation Ecology and Environmental Science,1,13
2,765,Radiation Ecology and Environmental Science,1,9.5
2,765,Radiation Ecology and Environmental Science,1,11.5
2,765,Radiation Ecology and Environmental Science,1,14
2,765,Radiation Ecology and Environmental Science,1,12
2,765,Radiation Ecology and Environmental Science,1,15.5
2,765,Radiation Ecology and Environmental Science,1,11
2,765,Radiation Ecology and Environmental Science,1,9.5
2,765,Radiation Ecology and Environmental Science,1,10
2,765,Radiation Ecology and Environmental Science,1,13
2,765,Renewable Energy and Sustainable Living,2,10
2,765,Renewable Energy and Sustainable Living,2,9
2,765,Renewable Energy and Sustainable Living,2,11
2,765,Renewable Energy and Sustainable Living,2,8
2,765,Renewable Energy and Sustainable Living,2,8
2,765,Renewable Energy and Sustainable Living,2,10
2,765,Scavenging and Resource Management,1,9
2,765,Scavenging and Resource Management,1,4
2,765,Scavenging and Resource Management,1,7.25
2,765,Scavenging and Resource Management,1,6.75
2,765,Scavenging and Resource Management,1,5.75
2,765,Scavenging and Resource Management,1,10.75
2,765,Scavenging and Resource Management,1,7
2,765,Scavenging and Resource Management,1,3.75
2,765,Survival Skills and Wilderness Medicine,1,13
2,765,Survival Skills and Wilderness Medicine,1,7
2,765,Survival Skills and Wilderness Medicine,1,11
2,765,Survival Skills and Wilderness Medicine,1,12
2,765,Survival Skills and Wilderness Medicine,1,12
3,18,Art and Expression in a Post-Apocalyptic World,2,10.5
3,18,Art and Expression in a Post-Apocalyptic World,2,9
3,18,Art and Expression in a Post-Apocalyptic World,2,14.5
3,18,Art and Expression in a Post-Apocalyptic World,2,13.5
3,18,Art and Expression in a Post-Apocalyptic World,2,13
3,18,Art and Expression in a Post-Apocalyptic World,2,16.5
3,18,Art and Expression in a Post-Apocalyptic World,2,16
3,18,Art and Expression in a Post-Apocalyptic World,2,9.5
3,18,Art and Expression in a Post-Apocalyptic World,2,10.5
3,18,Combat Tactics and Self-Defense,2,13
3,18,Combat Tactics and Self-Defense,2,9
3,18,Combat Tactics and Self-Defense,2,15
3,18,Community Building and Social Organization,2,13.6
3,18,Community Building and Social Organization,2,11
3,18,Community Building and Social Organization,2,16
3,18,Community Building and Social Organization,2,12.1
3,18,Community Building and Social Organization,2,11.9
3,18,Community Building and Social Organization,2,12.2
3,18,Community Building and Social Organization,2,11.8
3,18,Mechanical Engineering and Vehicle Repair,1,10
3,18,Mechanical Engineering and Vehicle Repair,1,8.5
3,18,Mechanical Engineering and Vehicle Repair,1,13
3,18,Moral Philosophy and Ethical Decision-Making,1,11
3,18,Moral Philosophy and Ethical Decision-Making,1,9.5
3,18,Moral Philosophy and Ethical Decision-Making,1,11.5
3,18,Moral Philosophy and Ethical Decision-Making,1,7.5
3,18,Moral Philosophy and Ethical Decision-Making,1,9
3,18,Moral Philosophy and Ethical Decision-Making,1,6
3,18,Moral Philosophy and Ethical Decision-Making,1,11
3,18,Post-Apocalyptic History and Archaeology,2,12
3,18,Post-Apocalyptic History and Archaeology,2,14.5
3,18,Post-Apocalyptic History and Archaeology,2,11
3,18,Radiation Ecology and Environmental Science,1,16
3,18,Radiation Ecology and Environmental Science,1,15
3,18,Radiation Ecology and Environmental Science,1,10.5
3,18,Radiation Ecology and Environmental Science,1,13.5
3,18,Radiation Ecology and Environmental Science,1,12.5
3,18,Radiation Ecology and Environmental Science,1,15.5
3,18,Radiation Ecology and Environmental Science,1,8.5
3,18,Radiation Ecology and Environmental Science,1,14.5
3,18,Radiation Ecology and Environmental Science,1,17
3,18,Radiation Ecology and Environmental Science,1,13.5
3,18,Renewable Energy and Sustainable Living,2,11
3,18,Renewable Energy and Sustainable Living,2,9
3,18,Renewable Energy and Sustainable Living,2,8
3,18,Renewable Energy and Sustainable Living,2,9
3,18,Renewable Energy and Sustainable Living,2,7
3,18,Renewable Energy and Sustainable Living,2,12
3,18,Scavenging and Resource Management,1,9.75
3,18,Scavenging and Resource Management,1,8.5
3,18,Scavenging and Resource Management,1,9.75
3,18,Scavenging and Resource Management,1,7
3,18,Scavenging and Resource Management,1,9
3,18,Scavenging and Resource Management,1,8
3,18,Scavenging and Resource Management,1,9.25
3,18,Scavenging and Resource Management,1,9
3,18,Scavenging and Resource Management,1,9.75
3,18,Survival Skills and Wilderness Medicine,1,12.5
3,18,Survival Skills and Wilderness Medicine,1,14
3,18,Survival Skills and Wilderness Medicine,1,13
3,18,Survival Skills and Wilderness Medicine,1,14.5
3,18,Survival Skills and Wilderness Medicine,1,8.5
3,62,Art and Expression in a Post-Apocalyptic World,2,14
3,62,Art and Expression in a Post-Apocalyptic World,2,16.5
3,62,Art and Expression in a Post-Apocalyptic World,2,12.5
3,62,Art and Expression in a Post-Apocalyptic World,2,9.5
3,62,Art and Expression in a Post-Apocalyptic World,2,12.5
3,62,Art and Expression in a Post-Apocalyptic World,2,10
3,62,Art and Expression in a Post-Apocalyptic World,2,15.5
3,62,Art and Expression in a Post-Apocalyptic World,2,10.5
3,62,Art and Expression in a Post-Apocalyptic World,2,9.5
3,62,Art and Expression in a Post-Apocalyptic World,2,9
3,62,Combat Tactics and Self-Defense,2,6.5
3,62,Combat Tactics and Self-Defense,2,13
3,62,Combat Tactics and Self-Defense,2,8
3,62,Community Building and Social Organization,2,11.1
3,62,Community Building and Social Organization,2,14
3,62,Community Building and Social Organization,2,17.4
3,62,Community Building and Social Organization,2,9.7
3,62,Community Building and Social Organization,2,14.6
3,62,Community Building and Social Organization,2,13.2
3,62,Community Building and Social Organization,2,13.5
3,62,Mechanical Engineering and Vehicle Repair,1,10
3,62,Mechanical Engineering and Vehicle Repair,1,14
3,62,Mechanical Engineering and Vehicle Repair,1,12.5
3,62,Moral Philosophy and Ethical Decision-Making,1,6.5
3,62,Moral Philosophy and Ethical Decision-Making,1,9
3,62,Moral Philosophy and Ethical Decision-Making,1,9
3,62,Moral Philosophy and Ethical Decision-Making,1,11
3,62,Moral Philosophy and Ethical Decision-Making,1,11
3,62,Moral Philosophy and Ethical Decision-Making,1,10.5
3,62,Post-Apocalyptic History and Archaeology,2,10.5
3,62,Post-Apocalyptic History and Archaeology,2,9.5
3,62,Post-Apocalyptic History and Archaeology,2,12.5
3,62,Post-Apocalyptic History and Archaeology,2,10.5
3,62,Radiation Ecology and Environmental Science,1,10.5
3,62,Radiation Ecology and Environmental Science,1,13
3,62,Radiation Ecology and Environmental Science,1,11.5
3,62,Radiation Ecology and Environmental Science,1,12
3,62,Radiation Ecology and Environmental Science,1,11
3,62,Radiation Ecology and Environmental Science,1,15.5
3,62,Radiation Ecology and Environmental Science,1,14
3,62,Radiation Ecology and Environmental Science,1,11.5
3,62,Radiation Ecology and Environmental Science,1,9
3,62,Renewable Energy and Sustainable Living,2,10
3,62,Renewable Energy and Sustainable Living,2,7
3,62,Renewable Energy and Sustainable Living,2,12
3,62,Renewable Energy and Sustainable Living,2,8
3,62,Renewable Energy and Sustainable Living,2,7
3,62,Renewable Energy and Sustainable Living,2,10
3,62,Scavenging and Resource Management,1,6.75
3,62,Scavenging and Resource Management,1,9.5
3,62,Scavenging and Resource Management,1,8
3,62,Scavenging and Resource Management,1,10
3,62,Scavenging and Resource Management,1,7.5
3,62,Scavenging and Resource Management,1,6
3,62,Scavenging and Resource Management,1,6.75
3,62,Scavenging and Resource Management,1,9.75
3,62,Scavenging and Resource Management,1,5.25
3,62,Survival Skills and Wilderness Medicine,1,14
3,62,Survival Skills and Wilderness Medicine,1,11
3,62,Survival Skills and Wilderness Medicine,1,15.5
3,62,Survival Skills and Wilderness Medicine,1,14.5
3,62,Survival Skills and Wilderness Medicine,1,11.5
3,114,Art and Expression in a Post-Apocalyptic World,2,9.5
3,114,Art and Expression in a Post-Apocalyptic World,2,14
3,114,Art and Expression in a Post-Apocalyptic World,2,10.5
3,114,Art and Expression in a Post-Apocalyptic World,2,12
3,114,Art and Expression in a Post-Apocalyptic World,2,6
3,114,Art and Expression in a Post-Apocalyptic World,2,10.5
3,114,Art and Expression in a Post-Apocalyptic World,2,12.5
3,114,Art and Expression in a Post-Apocalyptic World,2,10
3,114,Art and Expression in a Post-Apocalyptic World,2,14
3,114,Art and Expression in a Post-Apocalyptic World,2,10
3,114,Combat Tactics and Self-Defense,2,9.5
3,114,Combat Tactics and Self-Defense,2,7
3,114,Combat Tactics and Self-Defense,2,10.5
3,114,Community Building and Social Organization,2,9.9
3,114,Community Building and Social Organization,2,11.6
3,114,Community Building and Social Organization,2,12.9
3,114,Community Building and Social Organization,2,14.4
3,114,Community Building and Social Organization,2,11.6
3,114,Community Building and Social Organization,2,11.4
3,114,Community Building and Social Organization,2,10.1
3,114,Mechanical Engineering and Vehicle Repair,1,7.5
3,114,Mechanical Engineering and Vehicle Repair,1,10
3,114,Mechanical Engineering and Vehicle Repair,1,10.5
3,114,Moral Philosophy and Ethical Decision-Making,1,8.5
3,114,Moral Philosophy and Ethical Decision-Making,1,8.5
3,114,Moral Philosophy and Ethical Decision-Making,1,11
3,114,Moral Philosophy and Ethical Decision-Making,1,9.5
3,114,Moral Philosophy and Ethical Decision-Making,1,10
3,114,Moral Philosophy and Ethical Decision-Making,1,11.5
3,114,Moral Philosophy and Ethical Decision-Making,1,7.5
3,114,Post-Apocalyptic History and Archaeology,2,14
3,114,Post-Apocalyptic History and Archaeology,2,12
3,114,Post-Apocalyptic History and Archaeology,2,11
3,114,Post-Apocalyptic History and Archaeology,2,12
3,114,Radiation Ecology and Environmental Science,1,8
3,114,Radiation Ecology and Environmental Science,1,11.5
3,114,Radiation Ecology and Environmental Science,1,8.5
3,114,Radiation Ecology and Environmental Science,1,12
3,114,Radiation Ecology and Environmental Science,1,8.5
3,114,Radiation Ecology and Environmental Science,1,11
3,114,Radiation Ecology and Environmental Science,1,10
3,114,Radiation Ecology and Environmental Science,1,11
3,114,Radiation Ecology and Environmental Science,1,13.5
3,114,Radiation Ecology and Environmental Science,1,11.5
3,114,Renewable Energy and Sustainable Living,2,10
3,114,Renewable Energy and Sustainable Living,2,10
3,114,Renewable Energy and Sustainable Living,2,9
3,114,Renewable Energy and Sustainable Living,2,10
3,114,Renewable Energy and Sustainable Living,2,11
3,114,Renewable Energy and Sustainable Living,2,6
3,114,Scavenging and Resource Management,1,6
3,114,Scavenging and Resource Management,1,8.5
3,114,Scavenging and Resource Management,1,8.25
3,114,Scavenging and Resource Management,1,7.25
3,114,Scavenging and Resource Management,1,6.25
3,114,Scavenging and Resource Management,1,11
3,114,Scavenging and Resource Management,1,7.5
3,114,Scavenging and Resource Management,1,5.5
3,114,Scavenging and Resource Management,1,10.25
3,114,Survival Skills and Wilderness Medicine,1,12
3,114,Survival Skills and Wilderness Medicine,1,11
3,114,Survival Skills and Wilderness Medicine,1,13.5
3,114,Survival Skills and Wilderness Medicine,1,12
3,114,Survival Skills and Wilderness Medicine,1,11.5
3,114,Survival Skills and Wilderness Medicine,1,8.5
3,116,Art and Expression in a Post-Apocalyptic World,2,11.5
3,116,Art and Expression in a Post-Apocalyptic World,2,12
3,116,Art and Expression in a Post-Apocalyptic World,2,11
3,116,Art and Expression in a Post-Apocalyptic World,2,9
3,116,Art and Expression in a Post-Apocalyptic World,2,7
3,116,Art and Expression in a Post-Apocalyptic World,2,11
3,116,Art and Expression in a Post-Apocalyptic World,2,14.5
3,116,Art and Expression in a Post-Apocalyptic World,2,9
3,116,Art and Expression in a Post-Apocalyptic World,2,12
3,116,Art and Expression in a Post-Apocalyptic World,2,13.5
3,116,Combat Tactics and Self-Defense,2,10.5
3,116,Combat Tactics and Self-Defense,2,10
3,116,Combat Tactics and Self-Defense,2,11.5
3,116,Community Building and Social Organization,2,9.8
3,116,Community Building and Social Organization,2,15.3
3,116,Community Building and Social Organization,2,12.6
3,116,Community Building and Social Organization,2,11.7
3,116,Community Building and Social Organization,2,11.7
3,116,Community Building and Social Organization,2,12.1
3,116,Mechanical Engineering and Vehicle Repair,1,7
3,116,Mechanical Engineering and Vehicle Repair,1,9.5
3,116,Mechanical Engineering and Vehicle Repair,1,8
3,116,Moral Philosophy and Ethical Decision-Making,1,10
3,116,Moral Philosophy and Ethical Decision-Making,1,10
3,116,Moral Philosophy and Ethical Decision-Making,1,10
3,116,Moral Philosophy and Ethical Decision-Making,1,8.5
3,116,Moral Philosophy and Ethical Decision-Making,1,6.5
3,116,Moral Philosophy and Ethical Decision-Making,1,13
3,116,Post-Apocalyptic History and Archaeology,2,9.5
3,116,Post-Apocalyptic History and Archaeology,2,10.5
3,116,Post-Apocalyptic History and Archaeology,2,10
3,116,Post-Apocalyptic History and Archaeology,2,11
3,116,Radiation Ecology and Environmental Science,1,11.5
3,116,Radiation Ecology and Environmental Science,1,10
3,116,Radiation Ecology and Environmental Science,1,10
3,116,Radiation Ecology and Environmental Science,1,12
3,116,Radiation Ecology and Environmental Science,1,12.5
3,116,Radiation Ecology and Environmental Science,1,9
3,116,Radiation Ecology and Environmental Science,1,12
3,116,Radiation Ecology and Environmental Science,1,16.5
3,116,Radiation Ecology and Environmental Science,1,8.5
3,116,Renewable Energy and Sustainable Living,2,6
3,116,Renewable Energy and Sustainable Living,2,6
3,116,Renewable Energy and Sustainable Living,2,7
3,116,Renewable Energy and Sustainable Living,2,8
3,116,Renewable Energy and Sustainable Living,2,8
3,116,Renewable Energy and Sustainable Living,2,6
3,116,Scavenging and Resource Management,1,5
3,116,Scavenging and Resource Management,1,7
3,116,Scavenging and Resource Management,1,7
3,116,Scavenging and Resource Management,1,10.5
3,116,Scavenging and Resource Management,1,5.75
3,116,Scavenging and Resource Management,1,9.25
3,116,Scavenging and Resource Management,1,7
3,116,Survival Skills and Wilderness Medicine,1,11
3,116,Survival Skills and Wilderness Medicine,1,14
3,116,Survival Skills and Wilderness Medicine,1,13.5
3,116,Survival Skills and Wilderness Medicine,1,13
3,116,Survival Skills and Wilderness Medicine,1,14
3,116,Survival Skills and Wilderness Medicine,1,13
3,138,Art and Expression in a Post-Apocalyptic World,2,10.5
3,138,Art and Expression in a Post-Apocalyptic World,2,12.5
3,138,Art and Expression in a Post-Apocalyptic World,2,7
3,138,Art and Expression in a Post-Apocalyptic World,2,14
3,138,Art and Expression in a Post-Apocalyptic World,2,14
3,138,Art and Expression in a Post-Apocalyptic World,2,12
3,138,Art and Expression in a Post-Apocalyptic World,2,15.5
3,138,Art and Expression in a Post-Apocalyptic World,2,5
3,138,Art and Expression in a Post-Apocalyptic World,2,17
3,138,Art and Expression in a Post-Apocalyptic World,2,7
3,138,Combat Tactics and Self-Defense,2,12
3,138,Combat Tactics and Self-Defense,2,11.5
3,138,Combat Tactics and Self-Defense,2,4
3,138,Community Building and Social Organization,2,14.9
3,138,Community Building and Social Organization,2,14.2
3,138,Community Building and Social Organization,2,11.5
3,138,Community Building and Social Organization,2,12.8
3,138,Community Building and Social Organization,2,13
3,138,Community Building and Social Organization,2,10.3
3,138,Community Building and Social Organization,2,12.2
3,138,Mechanical Engineering and Vehicle Repair,1,6
3,138,Mechanical Engineering and Vehicle Repair,1,12
3,138,Mechanical Engineering and Vehicle Repair,1,12.5
3,138,Moral Philosophy and Ethical Decision-Making,1,11
3,138,Moral Philosophy and Ethical Decision-Making,1,9
3,138,Moral Philosophy and Ethical Decision-Making,1,10.5
3,138,Moral Philosophy and Ethical Decision-Making,1,10
3,138,Moral Philosophy and Ethical Decision-Making,1,10
3,138,Post-Apocalyptic History and Archaeology,2,10
3,138,Post-Apocalyptic History and Archaeology,2,11
3,138,Post-Apocalyptic History and Archaeology,2,12
3,138,Post-Apocalyptic History and Archaeology,2,11
3,138,Radiation Ecology and Environmental Science,1,16
3,138,Radiation Ecology and Environmental Science,1,13
3,138,Radiation Ecology and Environmental Science,1,8.5
3,138,Radiation Ecology and Environmental Science,1,11
3,138,Radiation Ecology and Environmental Science,1,12.5
3,138,Radiation Ecology and Environmental Science,1,10.5
3,138,Radiation Ecology and Environmental Science,1,11
3,138,Radiation Ecology and Environmental Science,1,10.5
3,138,Radiation Ecology and Environmental Science,1,11.5
3,138,Radiation Ecology and Environmental Science,1,12.5
3,138,Renewable Energy and Sustainable Living,2,7
3,138,Renewable Energy and Sustainable Living,2,11
3,138,Renewable Energy and Sustainable Living,2,10
3,138,Renewable Energy and Sustainable Living,2,5
3,138,Renewable Energy and Sustainable Living,2,9
3,138,Renewable Energy and Sustainable Living,2,12
3,138,Scavenging and Resource Management,1,6.5
3,138,Scavenging and Resource Management,1,10.75
3,138,Scavenging and Resource Management,1,6.75
3,138,Scavenging and Resource Management,1,13.25
3,138,Scavenging and Resource Management,1,8.25
3,138,Scavenging and Resource Management,1,7.75
3,138,Scavenging and Resource Management,1,8.25
3,138,Scavenging and Resource Management,1,7.25
3,138,Scavenging and Resource Management,1,6.5
3,138,Survival Skills and Wilderness Medicine,1,11.5
3,138,Survival Skills and Wilderness Medicine,1,7
3,138,Survival Skills and Wilderness Medicine,1,12
3,138,Survival Skills and Wilderness Medicine,1,14.5
3,138,Survival Skills and Wilderness Medicine,1,14.5
3,138,Survival Skills and Wilderness Medicine,1,13
3,146,Art and Expression in a Post-Apocalyptic World,2,12.5
3,146,Art and Expression in a Post-Apocalyptic World,2,11.5
3,146,Art and Expression in a Post-Apocalyptic World,2,16
3,146,Art and Expression in a Post-Apocalyptic World,2,7.5
3,146,Art and Expression in a Post-Apocalyptic World,2,16
3,146,Art and Expression in a Post-Apocalyptic World,2,14
3,146,Art and Expression in a Post-Apocalyptic World,2,11
3,146,Art and Expression in a Post-Apocalyptic World,2,13
3,146,Combat Tactics and Self-Defense,2,10
3,146,Combat Tactics and Self-Defense,2,8
